Time	A
1633381727	0.246435
1633381727	0.247404
1633381727	0.248373
1633381727	0.249341
1633381727	0.25031
1633381727	0.251278
1633381727	0.252245
1633381727	0.253213
1633381727	0.25418
1633381727	0.255147
1633381727	0.256114
1633381727	0.257081
1633381727	0.258047
1633381727	0.259013
1633381727	0.259979
1633381727	0.260944
1633381727	0.261909
1633381727	0.262874
1633381727	0.263839
1633381727	0.264803
1633381727	0.265768
1633381727	0.266731
1633381727	0.267695
1633381727	0.268658
1633381727	0.269622
1633381727	0.270584
1633381727	0.271547
1633381727	0.272509
1633381727	0.273471
1633381727	0.274433
1633381727	0.275394
1633381727	0.276356
1633381727	0.277317
1633381727	0.278277
1633381727	0.279238
1633381727	0.280198
1633381727	0.281157
1633381727	0.282117
1633381727	0.283076
1633381727	0.284035
1633381727	0.284994
1633381727	0.285952
1633381727	0.28691
1633381727	0.287868
1633381727	0.288826
1633381727	0.289783
1633381727	0.29074
1633381727	0.291697
1633381727	0.292653
1633381727	0.293609
1633381727	0.294565
1633381727	0.29552
1633381727	0.296475
1633381727	0.29743
1633381727	0.298385
1633381727	0.299339
1633381727	0.300293
1633381727	0.301247
1633381727	0.3022
1633381727	0.303153
1633381727	0.304106
1633381727	0.305059
1633381727	0.306011
1633381727	0.306963
1633381727	0.307914
1633381727	0.308866
1633381727	0.309816
1633381727	0.310767
1633381727	0.311717
1633381727	0.312667
1633381727	0.313617
1633381727	0.314567
1633381727	0.315516
1633381727	0.316464
1633381727	0.317413
1633381727	0.318361
1633381727	0.319309
1633381727	0.320256
1633381727	0.321203
1633381727	0.32215
1633381727	0.323097
1633381727	0.324043
1633381727	0.324989
1633381727	0.325934
1633381727	0.32688
1633381727	0.327825
1633381727	0.328769
1633381727	0.329713
1633381727	0.330657
1633381727	0.331601
1633381727	0.332544
1633381727	0.333487
1633381727	0.33443
1633381727	0.335372
1633381727	0.336314
1633381727	0.337255
1633381727	0.338197
1633381727	0.339138
1633381727	0.340078
1633381727	0.341018
1633381727	0.341958
1633381727	0.342898
1633381727	0.343837
1633381727	0.344776
1633381727	0.345714
1633381727	0.346653
1633381727	0.34759
1633381727	0.348528
1633381727	0.349465
1633381727	0.350402
1633381727	0.351338
1633381727	0.352274
1633381727	0.35321
1633381727	0.354145
1633381727	0.35508
1633381727	0.356015
1633381727	0.356949
1633381727	0.357883
1633381727	0.358817
1633381727	0.35975
1633381727	0.360683
1633381727	0.361615
1633381727	0.362548
1633381727	0.363479
1633381727	0.364411
1633381727	0.365342
1633381727	0.366273
1633381727	0.367203
1633381727	0.368133
1633381727	0.369062
1633381727	0.369992
1633381727	0.37092
1633381727	0.371849
1633381727	0.372777
1633381727	0.373705
1633381727	0.374632
1633381727	0.375559
1633381727	0.376486
1633381727	0.377412
1633381727	0.378338
1633381727	0.379263
1633381727	0.380188
1633381727	0.381113
1633381727	0.382037
1633381727	0.382961
1633381727	0.383885
1633381727	0.384808
1633381727	0.385731
1633381727	0.386653
1633381727	0.387575
1633381727	0.388497
1633381727	0.389418
1633381727	0.390339
1633381727	0.39126
1633381727	0.39218
1633381727	0.393099
1633381727	0.394019
1633381727	0.394938
1633381727	0.395856
1633381727	0.396774
1633381727	0.397692
1633381727	0.398609
1633381727	0.399526
1633381727	0.400443
1633381727	0.401359
1633381727	0.402275
1633381727	0.40319
1633381727	0.404105
1633381727	0.405019
1633381727	0.405933
1633381727	0.406847
1633381727	0.40776
1633381727	0.408673
1633381727	0.409586
1633381727	0.410498
1633381727	0.41141
1633381727	0.412321
1633381727	0.413232
1633381727	0.414142
1633381727	0.415052
1633381727	0.415962
1633381727	0.416871
1633381727	0.41778
1633381727	0.418688
1633381727	0.419596
1633381727	0.420503
1633381727	0.42141
1633381727	0.422317
1633381727	0.423223
1633381727	0.424129
1633381727	0.425035
1633381727	0.425939
1633381727	0.426844
1633381727	0.427748
1633381727	0.428652
1633381727	0.429555
1633381727	0.430458
1633381727	0.43136
1633381727	0.432262
1633381727	0.433164
1633381727	0.434065
1633381727	0.434966
1633381727	0.435866
1633381727	0.436766
1633381727	0.437665
1633381727	0.438564
1633381727	0.439462
1633381727	0.44036
1633381727	0.441258
1633381727	0.442155
1633381727	0.443052
1633381727	0.443948
1633381727	0.444844
1633381727	0.445739
1633381727	0.446634
1633381727	0.447529
1633381727	0.448423
1633381727	0.449316
1633381727	0.45021
1633381727	0.451102
1633381727	0.451994
1633381727	0.452886
1633381727	0.453778
1633381727	0.454669
1633381727	0.455559
1633381727	0.456449
1633381727	0.457338
1633381727	0.458228
1633381727	0.459116
1633381727	0.460004
1633381727	0.460892
1633381727	0.461779
1633381727	0.462666
1633381727	0.463552
1633381727	0.464438
1633381727	0.465323
1633381727	0.466208
1633381727	0.467093
1633381727	0.467977
1633381727	0.46886
1633381727	0.469743
1633381727	0.470626
1633381727	0.471508
1633381727	0.47239
1633381727	0.473271
1633381727	0.474151
1633381727	0.475032
1633381727	0.475911
1633381727	0.476791
1633381727	0.477669
1633381727	0.478548
1633381727	0.479426
1633381727	0.480303
1633381727	0.48118
1633381727	0.482056
1633381727	0.482932
1633381727	0.483807
1633381727	0.484682
1633381727	0.485557
1633381727	0.486431
1633381727	0.487304
1633381727	0.488177
1633381727	0.48905
1633381727	0.489922
1633381727	0.490793
1633381727	0.491664
1633381727	0.492535
1633381727	0.493405
1633381727	0.494274
1633381727	0.495144
1633381727	0.496012
1633381727	0.49688
1633381727	0.497748
1633381727	0.498615
1633381727	0.499481
1633381727	0.500347
1633381727	0.501213
1633381727	0.502078
1633381727	0.502943
1633381727	0.503807
1633381727	0.50467
1633381727	0.505533
1633381727	0.506396
1633381727	0.507258
1633381727	0.508119
1633381727	0.508981
1633381727	0.509841
1633381727	0.510701
1633381727	0.511561
1633381727	0.51242
1633381727	0.513278
1633381727	0.514136
1633381727	0.514993
1633381727	0.51585
1633381727	0.516707
1633381727	0.517563
1633381727	0.518418
1633381727	0.519273
1633381727	0.520127
1633381727	0.520981
1633381727	0.521834
1633381727	0.522687
1633381727	0.523539
1633381727	0.524391
1633381727	0.525242
1633381727	0.526093
1633381727	0.526943
1633381727	0.527793
1633381727	0.528642
1633381727	0.529491
1633381727	0.530339
1633381727	0.531186
1633381727	0.532033
1633381727	0.53288
1633381727	0.533726
1633381727	0.534571
1633381727	0.535416
1633381727	0.53626
1633381727	0.537104
1633381727	0.537947
1633381727	0.53879
1633381727	0.539632
1633381727	0.540474
1633381727	0.541315
1633381727	0.542155
1633381727	0.542995
1633381727	0.543835
1633381727	0.544674
1633381727	0.545512
1633381727	0.54635
1633381727	0.547187
1633381727	0.548024
1633381727	0.54886
1633381727	0.549696
1633381727	0.550531
1633381727	0.551365
1633381727	0.552199
1633381727	0.553033
1633381727	0.553866
1633381727	0.554698
1633381727	0.55553
1633381727	0.556361
1633381727	0.557192
1633381727	0.558022
1633381727	0.558851
1633381727	0.55968
1633381727	0.560509
1633381727	0.561337
1633381727	0.562164
1633381727	0.562991
1633381727	0.563817
1633381727	0.564642
1633381727	0.565468
1633381727	0.566292
1633381727	0.567116
1633381727	0.567939
1633381727	0.568762
1633381727	0.569584
1633381727	0.570406
1633381727	0.571227
1633381727	0.572048
1633381727	0.572867
1633381727	0.573687
1633381727	0.574506
1633381727	0.575324
1633381727	0.576141
1633381727	0.576959
1633381727	0.577775
1633381727	0.578591
1633381727	0.579406
1633381727	0.580221
1633381727	0.581035
1633381727	0.581849
1633381727	0.582662
1633381727	0.583474
1633381727	0.584286
1633381727	0.585097
1633381727	0.585908
1633381727	0.586718
1633381727	0.587528
1633381727	0.588336
1633381727	0.589145
1633381727	0.589952
1633381727	0.59076
1633381727	0.591566
1633381727	0.592372
1633381727	0.593178
1633381727	0.593982
1633381727	0.594786
1633381727	0.59559
1633381727	0.596393
1633381727	0.597195
1633381727	0.597997
1633381727	0.598798
1633381727	0.599599
1633381727	0.600399
1633381727	0.601198
1633381727	0.601997
1633381727	0.602795
1633381727	0.603593
1633381727	0.60439
1633381727	0.605186
1633381727	0.605982
1633381727	0.606777
1633381727	0.607572
1633381727	0.608366
1633381727	0.609159
1633381727	0.609952
1633381727	0.610744
1633381727	0.611536
1633381727	0.612327
1633381727	0.613117
1633381727	0.613907
1633381727	0.614696
1633381727	0.615484
1633381727	0.616272
1633381727	0.617059
1633381727	0.617846
1633381727	0.618632
1633381727	0.619417
1633381727	0.620202
1633381727	0.620986
1633381727	0.621769
1633381727	0.622552
1633381727	0.623335
1633381727	0.624116
1633381727	0.624897
1633381727	0.625678
1633381727	0.626457
1633381727	0.627237
1633381727	0.628015
1633381727	0.628793
1633381727	0.62957
1633381727	0.630347
1633381727	0.631123
1633381727	0.631898
1633381727	0.632673
1633381727	0.633447
1633381727	0.634221
1633381727	0.634993
1633381727	0.635766
1633381727	0.636537
1633381727	0.637308
1633381727	0.638078
1633381727	0.638848
1633381727	0.639617
1633381727	0.640385
1633381727	0.641153
1633381727	0.64192
1633381727	0.642687
1633381727	0.643453
1633381727	0.644218
1633381727	0.644982
1633381727	0.645746
1633381727	0.646509
1633381727	0.647272
1633381727	0.648034
1633381727	0.648795
1633381727	0.649556
1633381727	0.650316
1633381727	0.651075
1633381727	0.651834
1633381727	0.652592
1633381727	0.653349
1633381727	0.654106
1633381727	0.654862
1633381727	0.655617
1633381727	0.656372
1633381727	0.657126
1633381727	0.65788
1633381727	0.658633
1633381727	0.659385
1633381727	0.660136
1633381727	0.660887
1633381727	0.661637
1633381727	0.662387
1633381727	0.663135
1633381727	0.663884
1633381727	0.664631
1633381727	0.665378
1633381727	0.666124
1633381727	0.66687
1633381727	0.667614
1633381727	0.668359
1633381727	0.669102
1633381727	0.669845
1633381727	0.670587
1633381727	0.671329
1633381727	0.672069
1633381727	0.67281
1633381727	0.673549
1633381727	0.674288
1633381727	0.675026
1633381727	0.675763
1633381727	0.6765
1633381727	0.677236
1633381727	0.677972
1633381727	0.678707
1633381727	0.679441
1633381727	0.680174
1633381727	0.680907
1633381727	0.681639
1633381727	0.68237
1633381727	0.683101
1633381727	0.683831
1633381727	0.68456
1633381727	0.685289
1633381727	0.686017
1633381727	0.686744
1633381727	0.68747
1633381727	0.688196
1633381727	0.688921
1633381727	0.689646
1633381727	0.69037
1633381727	0.691093
1633381727	0.691815
1633381727	0.692537
1633381727	0.693258
1633381727	0.693978
1633381727	0.694698
1633381727	0.695417
1633381727	0.696135
1633381727	0.696853
1633381727	0.69757
1633381727	0.698286
1633381727	0.699001
1633381727	0.699716
1633381727	0.70043
1633381727	0.701144
1633381727	0.701856
1633381727	0.702568
1633381727	0.703279
1633381727	0.70399
1633381727	0.7047
1633381727	0.705409
1633381727	0.706117
1633381727	0.706825
1633381727	0.707532
1633381727	0.708239
1633381727	0.708944
1633381727	0.709649
1633381727	0.710353
1633381727	0.711057
1633381727	0.71176
1633381727	0.712462
1633381727	0.713163
1633381727	0.713864
1633381727	0.714564
1633381727	0.715263
1633381727	0.715961
1633381727	0.716659
1633381727	0.717356
1633381727	0.718052
1633381727	0.718748
1633381727	0.719443
1633381727	0.720137
1633381727	0.720831
1633381727	0.721523
1633381727	0.722215
1633381727	0.722907
1633381727	0.723597
1633381727	0.724287
1633381727	0.724976
1633381727	0.725665
1633381727	0.726352
1633381727	0.727039
1633381727	0.727726
1633381727	0.728411
1633381727	0.729096
1633381727	0.72978
1633381727	0.730463
1633381727	0.731146
1633381727	0.731828
1633381727	0.732509
1633381727	0.733189
1633381727	0.733869
1633381727	0.734548
1633381727	0.735226
1633381727	0.735903
1633381727	0.73658
1633381727	0.737256
1633381727	0.737931
1633381727	0.738606
1633381727	0.73928
1633381727	0.739953
1633381727	0.740625
1633381727	0.741297
1633381727	0.741967
1633381727	0.742637
1633381727	0.743307
1633381727	0.743975
1633381727	0.744643
1633381727	0.74531
1633381727	0.745977
1633381727	0.746642
1633381727	0.747307
1633381727	0.747971
1633381727	0.748634
1633381727	0.749297
1633381727	0.749959
1633381727	0.75062
1633381727	0.75128
1633381727	0.75194
1633381727	0.752599
1633381727	0.753257
1633381727	0.753914
1633381727	0.754571
1633381727	0.755227
1633381727	0.755882
1633381727	0.756536
1633381727	0.75719
1633381727	0.757843
1633381727	0.758495
1633381727	0.759146
1633381727	0.759796
1633381727	0.760446
1633381727	0.761095
1633381727	0.761744
1633381727	0.762391
1633381727	0.763038
1633381727	0.763684
1633381727	0.764329
1633381727	0.764973
1633381727	0.765617
1633381727	0.76626
1633381727	0.766902
1633381727	0.767544
1633381727	0.768184
1633381727	0.768824
1633381727	0.769463
1633381727	0.770101
1633381727	0.770739
1633381727	0.771376
1633381727	0.772012
1633381727	0.772647
1633381727	0.773281
1633381727	0.773915
1633381727	0.774548
1633381727	0.77518
1633381727	0.775811
1633381727	0.776442
1633381727	0.777072
1633381727	0.777701
1633381727	0.778329
1633381727	0.778956
1633381727	0.779583
1633381727	0.780209
1633381727	0.780834
1633381727	0.781459
1633381727	0.782082
1633381727	0.782705
1633381727	0.783327
1633381727	0.783948
1633381727	0.784569
1633381727	0.785188
1633381727	0.785807
1633381727	0.786425
1633381727	0.787042
1633381727	0.787659
1633381727	0.788275
1633381727	0.78889
1633381727	0.789504
1633381727	0.790117
1633381727	0.79073
1633381727	0.791341
1633381727	0.791952
1633381727	0.792563
1633381727	0.793172
1633381727	0.793781
1633381727	0.794388
1633381727	0.794995
1633381727	0.795602
1633381727	0.796207
1633381727	0.796812
1633381727	0.797415
1633381727	0.798019
1633381727	0.798621
1633381727	0.799222
1633381727	0.799823
1633381727	0.800423
1633381727	0.801022
1633381727	0.80162
1633381727	0.802217
1633381727	0.802814
1633381727	0.80341
1633381727	0.804005
1633381727	0.804599
1633381727	0.805192
1633381727	0.805785
1633381727	0.806377
1633381727	0.806968
1633381727	0.807558
1633381727	0.808147
1633381727	0.808736
1633381727	0.809324
1633381727	0.809911
1633381727	0.810497
1633381727	0.811082
1633381727	0.811667
1633381727	0.812251
1633381727	0.812833
1633381727	0.813416
1633381727	0.813997
1633381727	0.814577
1633381727	0.815157
1633381727	0.815736
1633381727	0.816314
1633381727	0.816891
1633381727	0.817467
1633381727	0.818043
1633381727	0.818618
1633381727	0.819192
1633381727	0.819765
1633381727	0.820337
1633381727	0.820908
1633381727	0.821479
1633381727	0.822049
1633381727	0.822618
1633381727	0.823186
1633381727	0.823753
1633381727	0.82432
1633381727	0.824886
1633381727	0.825451
1633381727	0.826015
1633381727	0.826578
1633381727	0.82714
1633381727	0.827702
1633381727	0.828263
1633381727	0.828823
1633381727	0.829382
1633381727	0.82994
1633381727	0.830497
1633381727	0.831054
1633381727	0.83161
1633381727	0.832165
1633381727	0.832719
1633381727	0.833272
1633381727	0.833825
1633381727	0.834376
1633381727	0.834927
1633381727	0.835477
1633381727	0.836026
1633381727	0.836574
1633381727	0.837122
1633381727	0.837668
1633381727	0.838214
1633381727	0.838759
1633381727	0.839303
1633381727	0.839846
1633381727	0.840389
1633381727	0.84093
1633381727	0.841471
1633381727	0.842011
1633381727	0.84255
1633381727	0.843088
1633381727	0.843625
1633381727	0.844162
1633381727	0.844698
1633381727	0.845232
1633381727	0.845766
1633381727	0.8463
1633381727	0.846832
1633381727	0.847363
1633381727	0.847894
1633381727	0.848424
1633381727	0.848953
1633381727	0.849481
1633381727	0.850008
1633381727	0.850534
1633381727	0.85106
1633381727	0.851584
1633381727	0.852108
1633381727	0.852631
1633381727	0.853153
1633381727	0.853674
1633381727	0.854195
1633381727	0.854714
1633381727	0.855233
1633381727	0.855751
1633381727	0.856268
1633381727	0.856784
1633381727	0.857299
1633381727	0.857813
1633381727	0.858327
1633381727	0.85884
1633381727	0.859351
1633381727	0.859862
1633381727	0.860372
1633381727	0.860882
1633381727	0.86139
1633381727	0.861898
1633381727	0.862404
1633381727	0.86291
1633381727	0.863415
1633381727	0.863919
1633381727	0.864422
1633381727	0.864925
1633381727	0.865426
1633381727	0.865927
1633381727	0.866426
1633381727	0.866925
1633381727	0.867423
1633381727	0.86792
1633381727	0.868417
1633381727	0.868912
1633381727	0.869407
1633381727	0.8699
1633381727	0.870393
1633381727	0.870885
1633381727	0.871376
1633381727	0.871866
1633381727	0.872355
1633381727	0.872844
1633381727	0.873331
1633381727	0.873818
1633381727	0.874304
1633381727	0.874789
1633381727	0.875273
1633381727	0.875756
1633381727	0.876239
1633381727	0.87672
1633381727	0.877201
1633381727	0.87768
1633381727	0.878159
1633381727	0.878637
1633381727	0.879114
1633381727	0.87959
1633381727	0.880065
1633381727	0.88054
1633381727	0.881013
1633381727	0.881486
1633381727	0.881958
1633381727	0.882429
1633381727	0.882899
1633381727	0.883368
1633381727	0.883836
1633381727	0.884303
1633381727	0.88477
1633381727	0.885235
1633381727	0.8857
1633381727	0.886164
1633381727	0.886627
1633381727	0.887089
1633381727	0.88755
1633381727	0.88801
1633381727	0.88847
1633381727	0.888928
1633381727	0.889386
1633381727	0.889843
1633381727	0.890298
1633381727	0.890753
1633381727	0.891207
1633381727	0.891661
1633381727	0.892113
1633381727	0.892564
1633381727	0.893015
1633381727	0.893464
1633381727	0.893913
1633381727	0.894361
1633381727	0.894808
1633381727	0.895254
1633381727	0.895699
1633381727	0.896143
1633381727	0.896586
1633381727	0.897029
1633381727	0.89747
1633381727	0.897911
1633381727	0.898351
1633381727	0.898789
1633381727	0.899227
1633381727	0.899664
1633381727	0.9001
1633381727	0.900536
1633381727	0.90097
1633381727	0.901403
1633381727	0.901836
1633381727	0.902268
1633381727	0.902698
1633381727	0.903128
1633381727	0.903557
1633381727	0.903985
1633381727	0.904412
1633381727	0.904838
1633381727	0.905264
1633381727	0.905688
1633381727	0.906112
1633381727	0.906534
1633381727	0.906956
1633381727	0.907377
1633381727	0.907796
1633381727	0.908215
1633381727	0.908633
1633381727	0.909051
1633381727	0.909467
1633381727	0.909882
1633381727	0.910297
1633381727	0.91071
1633381727	0.911123
1633381727	0.911534
1633381727	0.911945
1633381727	0.912355
1633381727	0.912764
1633381727	0.913172
1633381727	0.913579
1633381727	0.913985
1633381727	0.914391
1633381727	0.914795
1633381727	0.915198
1633381727	0.915601
1633381727	0.916003
1633381727	0.916403
1633381727	0.916803
1633381727	0.917202
1633381727	0.9176
1633381727	0.917997
1633381727	0.918393
1633381727	0.918788
1633381727	0.919183
1633381727	0.919576
1633381727	0.919968
1633381727	0.92036
1633381727	0.920751
1633381727	0.92114
1633381727	0.921529
1633381727	0.921917
1633381727	0.922304
1633381727	0.92269
1633381727	0.923075
1633381727	0.923459
1633381727	0.923842
1633381727	0.924225
1633381727	0.924606
1633381727	0.924986
1633381727	0.925366
1633381727	0.925745
1633381727	0.926122
1633381727	0.926499
1633381727	0.926875
1633381727	0.92725
1633381727	0.927624
1633381727	0.927997
1633381727	0.928369
1633381727	0.92874
1633381727	0.92911
1633381727	0.92948
1633381727	0.929848
1633381727	0.930216
1633381727	0.930582
1633381727	0.930948
1633381727	0.931313
1633381727	0.931676
1633381727	0.932039
1633381727	0.932401
1633381727	0.932762
1633381727	0.933122
1633381727	0.933481
1633381727	0.933839
1633381727	0.934196
1633381727	0.934553
1633381727	0.934908
1633381727	0.935263
1633381727	0.935616
1633381727	0.935969
1633381727	0.93632
1633381727	0.936671
1633381727	0.937021
1633381727	0.937369
1633381727	0.937717
1633381727	0.938064
1633381727	0.93841
1633381727	0.938755
1633381727	0.939099
1633381727	0.939443
1633381727	0.939785
1633381727	0.940126
1633381727	0.940466
1633381727	0.940806
1633381727	0.941144
1633381727	0.941482
1633381727	0.941818
1633381727	0.942154
1633381727	0.942489
1633381727	0.942823
1633381727	0.943155
1633381727	0.943487
1633381727	0.943818
1633381727	0.944148
1633381727	0.944477
1633381727	0.944805
1633381727	0.945133
1633381727	0.945459
1633381727	0.945784
1633381727	0.946108
1633381727	0.946432
1633381727	0.946754
1633381727	0.947076
1633381727	0.947396
1633381727	0.947716
1633381727	0.948034
1633381727	0.948352
1633381727	0.948669
1633381727	0.948985
1633381727	0.949299
1633381727	0.949613
1633381727	0.949926
1633381727	0.950238
1633381727	0.950549
1633381727	0.950859
1633381727	0.951169
1633381727	0.951477
1633381727	0.951784
1633381727	0.95209
1633381727	0.952396
1633381727	0.9527
1633381727	0.953004
1633381727	0.953306
1633381727	0.953608
1633381727	0.953908
1633381727	0.954208
1633381727	0.954506
1633381727	0.954804
1633381727	0.955101
1633381727	0.955397
1633381727	0.955692
1633381727	0.955985
1633381727	0.956278
1633381727	0.95657
1633381727	0.956861
1633381727	0.957151
1633381727	0.957441
1633381727	0.957729
1633381727	0.958016
1633381727	0.958302
1633381727	0.958587
1633381727	0.958872
1633381727	0.959155
1633381727	0.959437
1633381727	0.959719
1633381727	0.959999
1633381727	0.960279
1633381727	0.960557
1633381727	0.960835
1633381727	0.961112
1633381727	0.961387
1633381727	0.961662
1633381727	0.961936
1633381727	0.962209
1633381727	0.96248
1633381727	0.962751
1633381727	0.963021
1633381727	0.96329
1633381727	0.963558
1633381727	0.963825
1633381727	0.964091
1633381727	0.964356
1633381727	0.96462
1633381727	0.964884
1633381727	0.965146
1633381727	0.965407
1633381727	0.965667
1633381727	0.965927
1633381727	0.966185
1633381727	0.966442
1633381727	0.966699
1633381727	0.966954
1633381727	0.967209
1633381727	0.967462
1633381727	0.967715
1633381727	0.967966
1633381727	0.968217
1633381727	0.968466
1633381727	0.968715
1633381727	0.968963
1633381727	0.96921
1633381727	0.969455
1633381727	0.9697
1633381727	0.969944
1633381727	0.970187
1633381727	0.970429
1633381727	0.970669
1633381727	0.970909
1633381727	0.971148
1633381727	0.971386
1633381727	0.971623
1633381727	0.971859
1633381727	0.972095
1633381727	0.972329
1633381727	0.972562
1633381727	0.972794
1633381727	0.973025
1633381727	0.973255
1633381727	0.973485
1633381727	0.973713
1633381727	0.97394
1633381727	0.974166
1633381727	0.974392
1633381727	0.974616
1633381727	0.97484
1633381727	0.975062
1633381727	0.975283
1633381727	0.975504
1633381727	0.975723
1633381727	0.975942
1633381727	0.976159
1633381727	0.976376
1633381727	0.976592
1633381727	0.976806
1633381727	0.97702
1633381727	0.977232
1633381727	0.977444
1633381727	0.977655
1633381727	0.977865
1633381727	0.978073
1633381727	0.978281
1633381727	0.978488
1633381727	0.978694
1633381727	0.978899
1633381727	0.979102
1633381727	0.979305
1633381727	0.979507
1633381727	0.979708
1633381727	0.979908
1633381727	0.980107
1633381727	0.980305
1633381727	0.980502
1633381727	0.980698
1633381727	0.980893
1633381727	0.981087
1633381727	0.98128
1633381727	0.981472
1633381727	0.981663
1633381727	0.981854
1633381727	0.982043
1633381727	0.982231
1633381727	0.982418
1633381727	0.982604
1633381727	0.982789
1633381727	0.982974
1633381727	0.983157
1633381727	0.983339
1633381727	0.983521
1633381727	0.983701
